sku,texto,label,label_id,confianza,razon,title_repr,brand_repr,category_repr,n_obs,price_usd_mean,price_trend_pct,discount_mean,pct_used,main_source,sources
v1|287345551870|0,"ASUS Prime B650-Plus AMD AM5 Ryzen Motherboard, DDR5, PCIe 5.0 M.2, 2.5Gb LAN | observaciones: 10",VIGENTE,0,1.0,vigente,"ASUS Prime B650-Plus AMD AM5 Ryzen Motherboard, DDR5, PCIe 5.0 M.2, 2.5Gb LAN",,,10,109.98999999999998,0.0,,0.0,ebay_usa,ebay_usa
v1|377318786359|0,A-Tech DDR4 RAM 32GB SODIMM PC4-19200 | condicion usado: 100% | observaciones: 6,EN_RIESGO,1,0.667,en_riesgo_usado_protegido,A-Tech DDR4 RAM 32GB SODIMM PC4-19200,,,6,110.0,0.0,,1.0,ebay_usa,ebay_usa
v1|137185836225|0,HK Gaming GK61 White Mechanical Keyboard Wired RGB Illuminated | condicion usado: 100% | observaciones: 10,OBSOLETO,2,0.5,obsoleto,HK Gaming GK61 White Mechanical Keyboard Wired RGB Illuminated,,,10,15.0,0.0,,1.0,ebay_usa,ebay_usa
v1|147227077201|0,Masione Mechanical Touch Keys Gaming Keyboard vmj-05 used black blue | condicion usado: 100% | observaciones: 10,OBSOLETO,2,0.5,obsoleto,Masione Mechanical Touch Keys Gaming Keyboard vmj-05 used black blue,,,10,10.0,0.0,,1.0,ebay_usa,ebay_usa
B0DJS2CLLL,"ASUS ProArt LC 360 all-in-one AIO CPU liquid cooler AMD AM4 AM5 & Intel LGA 1700, 1200, 115X support, illuminated system status meter and matte black Alphacool Apex Stealth Metal fans, 6 Year Warranty | categoria: COOLER | observaciones: 5",EN_RIESGO,1,0.667,en_riesgo,"ASUS ProArt LC 360 all-in-one AIO CPU liquid cooler AMD AM4 AM5 & Intel LGA 1700, 1200, 115X support, illuminated system status meter and matte black Alphacool Apex Stealth Metal fans, 6 Year Warranty",,COOLER,5,168.51,,,0.0,amazon_usa,amazon_usa
v1|318437064106|0,New Gigabyte X870E Aorus Elite WiFi 7 Ice AM5 ATX AMD DDR5 Motherboard | observaciones: 10,VIGENTE,0,1.0,vigente,New Gigabyte X870E Aorus Elite WiFi 7 Ice AM5 ATX AMD DDR5 Motherboard,,,10,299.0,0.0,,0.0,ebay_usa,ebay_usa
v1|389830213382|0,AMD AsRock Radeon RX 9070 XT Taichi 16GB OC PCIE 5.0 2160P Gaming Graphics Card | observaciones: 3,VIGENTE,0,1.0,vigente,AMD AsRock Radeon RX 9070 XT Taichi 16GB OC PCIE 5.0 2160P Gaming Graphics Card,,,3,1540.2300000000002,0.0,,0.0,ebay_usa,ebay_usa
v1|398110400452|0,"Samsung 27"" Essential Monitor S3 S36GD FHD 100Hz 16:9 VA 1800R Curved Monitor | condicion usado: 100% | observaciones: 10",OBSOLETO,2,0.5,obsoleto,"Samsung 27"" Essential Monitor S3 S36GD FHD 100Hz 16:9 VA 1800R Curved Monitor",,,10,175.0,0.0,,1.0,ebay_usa,ebay_usa
v1|137512289062|0,"Sceptre C275B-144RN 27"" Curved Edge-Less Gaming Monitor - Metal Black | condicion usado: 100% | observaciones: 9",OBSOLETO,2,0.5,obsoleto,"Sceptre C275B-144RN 27"" Curved Edge-Less Gaming Monitor - Metal Black",,,9,58.88666666666667,,,1.0,ebay_usa,ebay_usa
v1|404915838457|0,"TW8 ATX PC Case Pre-Install 6 PWM ARGB Fans, Mid Tower Gaming Case TW8 ATX Case. | condicion usado: 100% | observaciones: 10",OBSOLETO,2,0.5,obsoleto,"TW8 ATX PC Case Pre-Install 6 PWM ARGB Fans, Mid Tower Gaming Case TW8 ATX Case.",,,10,60.0,0.0,,1.0,ebay_usa,ebay_usa
v1|127280350563|0,Replacement Key EXTRA KEYS for CM Storm Quick Fire Mechanical Gaming Keyboard | condicion usado: 100% | observaciones: 3,OBSOLETO,2,0.5,obsoleto,Replacement Key EXTRA KEYS for CM Storm Quick Fire Mechanical Gaming Keyboard,,,3,13.99,0.0,,1.0,ebay_usa,ebay_usa
v1|366443524303|0,SK hynix 8GB DDR4 PC4-2400T 288-Pin UDIMM Unbuffered HMA81GU6AFR8N-UH | condicion usado: 100% | observaciones: 7,EN_RIESGO,1,0.667,en_riesgo_usado_protegido,SK hynix 8GB DDR4 PC4-2400T 288-Pin UDIMM Unbuffered HMA81GU6AFR8N-UH,,,7,30.0,0.0,,1.0,ebay_usa,ebay_usa
155875155,Placa Prime B760M-K DDR4 LGA 1700 | descuento promedio: 29.7% | marca: asus | categoria: MOTHERBOARD | observaciones: 5,EN_RIESGO,1,0.667,en_riesgo,Placa Prime B760M-K DDR4 LGA 1700,ASUS,MOTHERBOARD,5,132.21800000000002,0.0,29.7,0.0,falabella_pe,falabella_pe
v1|236875812057|0,"ASUS PRIME Z790-V WIFI LGA 1700 ATX Motherboard w/ PCIe 5.0, 3 M.2 DDR5 *NO I/O* | condicion usado: 100% | observaciones: 10",VIGENTE,0,1.0,vigente_usado_protegido,"ASUS PRIME Z790-V WIFI LGA 1700 ATX Motherboard w/ PCIe 5.0, 3 M.2 DDR5 *NO I/O*",,,10,69.70000000000002,0.0,,1.0,ebay_usa,ebay_usa
155731744,Procesador Core I7-12700 2.10/4.90Ghz 25Mb Smartcache Lga1700 65W | descuento promedio: 8.2% | marca: intel | categoria: PROCESADORES | observaciones: 7,EN_RIESGO,1,0.667,en_riesgo,Procesador Core I7-12700 2.10/4.90Ghz 25Mb Smartcache Lga1700 65W,INTEL,procesadores,7,751.6085714285715,0.22,8.22857142857143,0.0,falabella_pe,falabella_pe
v1|197367028551|0,Corsair Vengeance (2 X 4GB) 8GB PC3-12800 DDR3. | condicion usado: 100% | observaciones: 10,OBSOLETO,2,1.0,obsoleto,Corsair Vengeance (2 X 4GB) 8GB PC3-12800 DDR3.,,,10,21.949999999999996,0.0,,1.0,ebay_usa,ebay_usa
153727074,"Tarjeta de video DUAL-RTX5070-O12G, 12GB GDDR7, PCIe Gen 5.0 | marca: asus | categoria: TARJETAS_VIDEO | observaciones: 13",VIGENTE,0,1.0,vigente,"Tarjeta de video DUAL-RTX5070-O12G, 12GB GDDR7, PCIe Gen 5.0",ASUS,tarjetas_video,13,1632.095454545455,-0.4,0.0,0.0,falabella_pe,falabella_pe
v1|127814017220|0,Kingston 32GB(1x32GB) KF548S38IB-32 FURY IMPACT Laptop DDR5-4800*tested**639 | condicion usado: 100% | observaciones: 10,OBSOLETO,2,0.5,obsoleto,Kingston 32GB(1x32GB) KF548S38IB-32 FURY IMPACT Laptop DDR5-4800*tested**639,,,10,299.98999999999995,0.0,,1.0,ebay_usa,ebay_usa
v1|407009824797|0,SK hynix 8GB DDR4 2400MHz Desktop RAM (HMA81GU6AFR8N) – 1Rx8 PC4-2400T | condicion usado: 100% | observaciones: 7,EN_RIESGO,1,0.667,en_riesgo_usado_protegido,SK hynix 8GB DDR4 2400MHz Desktop RAM (HMA81GU6AFR8N) – 1Rx8 PC4-2400T,,,7,20.0,0.0,,1.0,ebay_usa,ebay_usa
v1|127176825259|0,Cooler Master MWE 850W Power Supply Fully Modular 80 Plus Gold Efficiency NWOB | condicion usado: 100% | observaciones: 10,OBSOLETO,2,0.5,obsoleto,Cooler Master MWE 850W Power Supply Fully Modular 80 Plus Gold Efficiency NWOB,,,10,89.99,0.0,,1.0,ebay_usa,ebay_usa
v1|157058404804|0,LOT OF 2 | Corsair RM850x 850W 80 PLUS Gold Fully Modular Power Supply Unit | condicion usado: 100% | observaciones: 10,OBSOLETO,2,0.5,obsoleto,LOT OF 2 | Corsair RM850x 850W 80 PLUS Gold Fully Modular Power Supply Unit,,,10,134.99,0.0,,1.0,ebay_usa,ebay_usa
155252517,"Tarjeta de video GeForce RTX 5090 STEALTH ICE 32G, 32GB GDDR7, PCIe Gen 5.0 | precio subiendo: 28.4% | marca: gigabyte | categoria: TARJETAS_VIDEO | observaciones: 13",VIGENTE,0,1.0,vigente,"Tarjeta de video GeForce RTX 5090 STEALTH ICE 32G, 32GB GDDR7, PCIe Gen 5.0",GIGABYTE,tarjetas_video,13,7480.142727272728,28.43,0.0,0.0,falabella_pe,falabella_pe
v1|287401851715|0,ASUS TUF Gaming Z790-Plus Wifi Intel LGA 1700 DDR5 ATX Motherboard | precio bajando: 10.0% | condicion usado: 100% | observaciones: 10,EN_RIESGO,1,0.833,en_riesgo_usado_protegido,ASUS TUF Gaming Z790-Plus Wifi Intel LGA 1700 DDR5 ATX Motherboard,,,10,94.95500000000001,-9.99,,1.0,ebay_usa,ebay_usa
v1|117219038434|0,A-Tech 32GB (32GB x 1) DDR5 4800MHz SO-DIMM (PC5-38400) | condicion usado: 100% | observaciones: 10,OBSOLETO,2,0.5,obsoleto,A-Tech 32GB (32GB x 1) DDR5 4800MHz SO-DIMM (PC5-38400),,,10,249.0,0.0,,1.0,ebay_usa,ebay_usa
v1|287270767365|0,MSI MPG Z790 Edge Wifi Intel LGA 1700 DDR5 ATX Motherboard | precio bajando: 10.0% | condicion usado: 100% | observaciones: 10,EN_RIESGO,1,0.833,en_riesgo_usado_protegido,MSI MPG Z790 Edge Wifi Intel LGA 1700 DDR5 ATX Motherboard,,,10,123.455,-10.0,,1.0,ebay_usa,ebay_usa
154952186,Procesador AMD Ryzen 5 7600 AM5 6 Núcleos 12 Hilos 100-100001015BOX | marca: generico | categoria: PROCESADORES | observaciones: 13,EN_RIESGO,1,0.667,en_riesgo,Procesador AMD Ryzen 5 7600 AM5 6 Núcleos 12 Hilos 100-100001015BOX,GENERICO,procesadores,13,356.0581818181818,0.14,0.0,0.0,falabella_pe,falabella_pe
v1|158033244566|0,ASUS ROG STRIX X870E-E GAMING WIFI 7 AMD AM5 X870 ATX motherboard DDR5 FAST SHIP | observaciones: 10,VIGENTE,0,1.0,vigente,ASUS ROG STRIX X870E-E GAMING WIFI 7 AMD AM5 X870 ATX motherboard DDR5 FAST SHIP,,,10,384.98999999999995,0.0,,0.0,ebay_usa,ebay_usa
v1|136015326384|0,Acer - Aspire AV16-51PT Eco-Friendly Laptop- Intel Core Ultra 7-16GB RAM 1TB HD | condicion usado: 100% | observaciones: 10,OBSOLETO,2,0.5,obsoleto,Acer - Aspire AV16-51PT Eco-Friendly Laptop- Intel Core Ultra 7-16GB RAM 1TB HD,,,10,599.99,0.0,,1.0,ebay_usa,ebay_usa
v1|398198142843|0,"ASUS Q533M 15.6"" Intel Core Ultra 7 GeForce RTX Notebook Laptop with AC Adapter | condicion usado: 100% | observaciones: 3",OBSOLETO,2,0.5,obsoleto,"ASUS Q533M 15.6"" Intel Core Ultra 7 GeForce RTX Notebook Laptop with AC Adapter",,,3,714.9500000000002,0.0,,1.0,ebay_usa,ebay_usa
153728733,Tarjeta de Video GeForce RTX 5060 TI EAGLE OC ICE 8G 8GB GDDR7 PCIe 5.0 | marca: gigabyte | categoria: TARJETAS_VIDEO | observaciones: 13,VIGENTE,0,1.0,vigente,Tarjeta de Video GeForce RTX 5060 TI EAGLE OC ICE 8G 8GB GDDR7 PCIe 5.0,GIGABYTE,tarjetas_video,13,882.4909090909091,0.14,0.0,0.0,falabella_pe,falabella_pe
v1|376834247880|0,GIGABYTE GeForce RTX 4060 WINDFORCE OC 8GB GDDR6 Graphics Card | condicion usado: 100% | observaciones: 10,EN_RIESGO,1,0.667,en_riesgo_usado_protegido,GIGABYTE GeForce RTX 4060 WINDFORCE OC 8GB GDDR6 Graphics Card,,,10,305.0,0.0,,1.0,ebay_usa,ebay_usa
v1|407017858820|0,SK Hynix 32gb 2Rx4 PC4-2400T-Rb1-11 EEC 288Pin | precio bajando: 20.0% | condicion usado: 100% | observaciones: 5,OBSOLETO,2,0.5,obsoleto,SK Hynix 32gb 2Rx4 PC4-2400T-Rb1-11 EEC 288Pin,,,5,92.0,-20.0,,1.0,ebay_usa,ebay_usa
B0DM4C1MM2,"msi MEG Z890 Unify-X Motherboard, ATX - Supports Intel Core Ultra Processors (Series 2), LGA 1851-110A SPS, DDR5 Memory (9600+ MT/s OC), PCIe 5.0 & 4.0 x16, M.2 Gen5, Thunderbolt 4, Wi-Fi 7, 5G LAN | categoria: MOTHERBOARD | observaciones: 3",VIGENTE,0,1.0,vigente,"msi MEG Z890 Unify-X Motherboard, ATX - Supports Intel Core Ultra Processors (Series 2), LGA 1851-110A SPS, DDR5 Memory (9600+ MT/s OC), PCIe 5.0 & 4.0 x16, M.2 Gen5, Thunderbolt 4, Wi-Fi 7, 5G LAN",,MOTHERBOARD,3,204.17666666666665,,,0.0,amazon_usa,amazon_usa
v1|389938320901|0,MSI MPG X870E EDGE TI WIFI AM5 AMD X870E DDR5 M.2 Wi-Fi 7 MOTHERBOARD | precio bajando: 10.0% | observaciones: 10,VIGENTE,0,1.0,vigente,MSI MPG X870E EDGE TI WIFI AM5 AMD X870E DDR5 M.2 Wi-Fi 7 MOTHERBOARD,,,10,270.0,-10.03,,0.0,ebay_usa,ebay_usa
v1|387019542354|0,CRUCIAL DDR4 16GB 2666 PC4-21300 Laptop 260-Pin SODIMM Notebook Memory RAM 1X16 | precio bajando: 4.3% | condicion usado: 100% | observaciones: 10,EN_RIESGO,1,0.667,en_riesgo_usado_protegido,CRUCIAL DDR4 16GB 2666 PC4-21300 Laptop 260-Pin SODIMM Notebook Memory RAM 1X16,,,10,89.8,-4.35,,1.0,ebay_usa,ebay_usa
v1|206310492919|0,AMD Ryzen 5 7600X CPU 6-Core Processor Socket AM5 4.7GHz Boost Speed Tested | precio bajando: 20.0% | condicion usado: 100% | observaciones: 10,EN_RIESGO,1,0.833,en_riesgo_usado_protegido,AMD Ryzen 5 7600X CPU 6-Core Processor Socket AM5 4.7GHz Boost Speed Tested,,,10,369.206,-20.0,,1.0,ebay_usa,ebay_usa
B0DGWWRTPV,"ASUS ROG Maximus Z890 Hero Intel® Z890 LGA 1851 ATX Motherboard, Advanced AI PC-Ready, 22+2+1+2 Stages, DDR5, WiFi 7, 3X PCIe® 5.0 M.2, Thunderbolt™ 4, USB Type-C®, AI Overclocking/Cooling/Networking | categoria: MOTHERBOARD | observaciones: 3",VIGENTE,0,1.0,vigente,"ASUS ROG Maximus Z890 Hero Intel® Z890 LGA 1851 ATX Motherboard, Advanced AI PC-Ready, 22+2+1+2 Stages, DDR5, WiFi 7, 3X PCIe® 5.0 M.2, Thunderbolt™ 4, USB Type-C®, AI Overclocking/Cooling/Networking",,MOTHERBOARD,3,220.8166666666667,,,0.0,amazon_usa,amazon_usa
v1|358796675934|0,Ballistix Sport 8GB (2 X 4GB) DIMM PC4-19200 (DDR4-2400) Memory RAM... | condicion usado: 100% | observaciones: 8,EN_RIESGO,1,0.667,en_riesgo_usado_protegido,Ballistix Sport 8GB (2 X 4GB) DIMM PC4-19200 (DDR4-2400) Memory RAM...,,,8,24.0,0.0,,1.0,ebay_usa,ebay_usa
v1|406691091536|0,GIGABYTE B650 EAGLE AX ATX Motherboard AMD AM5 DDR5 PCIe 5.0 Wi-Fi 6E | condicion usado: 100% | observaciones: 10,VIGENTE,0,1.0,vigente_usado_protegido,GIGABYTE B650 EAGLE AX ATX Motherboard AMD AM5 DDR5 PCIe 5.0 Wi-Fi 6E,,,10,100.0,0.0,,1.0,ebay_usa,ebay_usa
v1|137305651428|0,ASUS - ROG STRIX X870-F GAMING WIFI (Socket AM5) AMD X870 ATX DDR5 Wi-Fi 7 Mothe | observaciones: 10,VIGENTE,0,1.0,vigente,ASUS - ROG STRIX X870-F GAMING WIFI (Socket AM5) AMD X870 ATX DDR5 Wi-Fi 7 Mothe,,,10,399.98999999999995,0.0,,0.0,ebay_usa,ebay_usa
v1|377344842217|0,Kingston ValueRAM 8GB PC4-17000 DDR4-2133 Memory - KVR21N15S8/8 | condicion usado: 100% | observaciones: 6,EN_RIESGO,1,0.667,en_riesgo_usado_protegido,Kingston ValueRAM 8GB PC4-17000 DDR4-2133 Memory - KVR21N15S8/8,,,6,18.99,0.0,,1.0,ebay_usa,ebay_usa
v1|158074496066|0,Total Micro Technologies 32GB DDR5-5600 PC5-44800 SO-DIMM | condicion usado: 100% | observaciones: 6,OBSOLETO,2,0.5,obsoleto,Total Micro Technologies 32GB DDR5-5600 PC5-44800 SO-DIMM,,,6,249.99,0.0,,1.0,ebay_usa,ebay_usa
143360626,Computadora PC Gamer RYZEN 7 7700X RAM 32GB DDR5 SSD 1TB GRAFICA RTX 5070 12GB | marca: amd | categoria: PROCESADORES | observaciones: 13,VIGENTE,0,1.0,vigente,Computadora PC Gamer RYZEN 7 7700X RAM 32GB DDR5 SSD 1TB GRAFICA RTX 5070 12GB,AMD,procesadores,13,3089.7481818181814,0.14,0.0,0.0,falabella_pe,falabella_pe
v1|157767634608|0,"MSI MAG Z790 TOMAHAWK WiFi DDR5 ATX Intel Motherboard w/ Antenna, 2 SATA cables | condicion usado: 100% | observaciones: 10",OBSOLETO,2,0.5,obsoleto,"MSI MAG Z790 TOMAHAWK WiFi DDR5 ATX Intel Motherboard w/ Antenna, 2 SATA cables",,,10,129.95,0.0,,1.0,ebay_usa,ebay_usa
v1|198169507740|0,Cisco 15-12291-01 Hynix 8GB DDR3 Hynix HMT31GR7BFR4A-H9 PC3L-10600R 2Rx4 DIMM | precio bajando: 5.0% | condicion usado: 100% | observaciones: 10,OBSOLETO,2,0.833,obsoleto,Cisco 15-12291-01 Hynix 8GB DDR3 Hynix HMT31GR7BFR4A-H9 PC3L-10600R 2Rx4 DIMM,,,10,12.995999999999999,-5.02,,1.0,ebay_usa,ebay_usa
3256808951638184,New AS-US TUF GAMING Z890-PLUS WIFI DDR5 5G Lan WIFI7 PCIe5.0  LGA 1851 CPU for 15th CPU Ultra 9/7/5 285K 265K 245K Processor | categoria: CPU | observaciones: 11,VIGENTE,0,1.0,vigente,New AS-US TUF GAMING Z890-PLUS WIFI DDR5 5G Lan WIFI7 PCIe5.0  LGA 1851 CPU for 15th CPU Ultra 9/7/5 285K 265K 245K Processor,,CPU,11,1092.8263636363638,0.09,,0.0,aliexpress,aliexpress
v1|407084853941|0,2-BTO RAM 16GB PC4-2666 2R×8-CA4-43 Z471CAP33816-1022 | precio bajando: 15.2% | condicion usado: 100% | observaciones: 3,OBSOLETO,2,0.5,obsoleto,2-BTO RAM 16GB PC4-2666 2R×8-CA4-43 Z471CAP33816-1022,,,3,89.0,-15.15,,1.0,ebay_usa,ebay_usa
B0FG8KGGVM,"GIGABYTE GeForce RTX 5050 Gaming OC 8G Graphics Card, 8GB 128-bit GDDR6, PCIe 5.0, WINDFORCE Cooling System, GV-N5050GAMING OC-8GD Video Card | categoria: GPU | observaciones: 3",VIGENTE,0,1.0,vigente,"GIGABYTE GeForce RTX 5050 Gaming OC 8G Graphics Card, 8GB 128-bit GDDR6, PCIe 5.0, WINDFORCE Cooling System, GV-N5050GAMING OC-8GD Video Card",,GPU,3,160.81666666666666,,,0.0,amazon_usa,amazon_usa
v1|298497318397|0,HP EliteBook 8 G1i 14 in WUXGA Core Ultra 7 268V 32GB DDR5 512GB SSD Intel Arc | observaciones: 9,VIGENTE,0,1.0,vigente,HP EliteBook 8 G1i 14 in WUXGA Core Ultra 7 268V 32GB DDR5 512GB SSD Intel Arc,,,9,1452.99,0.0,,0.0,ebay_usa,ebay_usa
v1|227419724432|0,AMD Ryzen 5 7600x Processor (5.3Ghz 6 Cores - Socket AM5) | precio bajando: 10.7% | condicion usado: 100% | observaciones: 10,EN_RIESGO,1,0.833,en_riesgo_usado_protegido,AMD Ryzen 5 7600x Processor (5.3Ghz 6 Cores - Socket AM5),,,10,141.2,-10.67,,1.0,ebay_usa,ebay_usa
B0F6L84VNS,PCCOOLER AIO CPU Cooler - 3 Pack F5 R120 Case Fans - 2.4 Inch IPS LCD Screen 360mm Liquid Cooler Compatible with AM4 AM5 Intel LGA 1700/1851/20XX CPS Water Cooling(DS360 Display BK) | categoria: COOLER | observaciones: 6,EN_RIESGO,1,0.667,en_riesgo,PCCOOLER AIO CPU Cooler - 3 Pack F5 R120 Case Fans - 2.4 Inch IPS LCD Screen 360mm Liquid Cooler Compatible with AM4 AM5 Intel LGA 1700/1851/20XX CPS Water Cooling(DS360 Display BK),,COOLER,6,106.22833333333334,0.0,,0.0,amazon_usa,amazon_usa
v1|158041643334|0,Crucial Pro Overclocking 32GB (2 x 16GB) DDR5 6000 (PC5 48000) Desktop Memory Mo | condicion usado: 100% | observaciones: 8,OBSOLETO,2,0.5,obsoleto,Crucial Pro Overclocking 32GB (2 x 16GB) DDR5 6000 (PC5 48000) Desktop Memory Mo,,,8,391.1925,-0.26,,1.0,ebay_usa,ebay_usa
v1|407029026951|0,Samsung 8GB 2Rx8 PC4-17000 DDR4-2133 Server RAM M391A1G43EB1-CPBQ | condicion usado: 100% | observaciones: 7,EN_RIESGO,1,0.667,en_riesgo_usado_protegido,Samsung 8GB 2Rx8 PC4-17000 DDR4-2133 Server RAM M391A1G43EB1-CPBQ,,,7,17.95,0.0,,1.0,ebay_usa,ebay_usa
v1|236941228715|0,"MSI MPG X870E Carbon WiFi Gaming Motherboard AM5, DDR5, Wi-Fi 7 *No Antenna* | condicion usado: 100% | observaciones: 4",VIGENTE,0,1.0,vigente_usado_protegido,"MSI MPG X870E Carbon WiFi Gaming Motherboard AM5, DDR5, Wi-Fi 7 *No Antenna*",,,4,249.7,0.0,,1.0,ebay_usa,ebay_usa
v1|366549003644|0,MSI GeForce RTX 4060 Ti Ventus 3X OC 8GB GDDR6 Graphics Card | condicion usado: 100% | observaciones: 3,EN_RIESGO,1,0.667,en_riesgo_usado_protegido,MSI GeForce RTX 4060 Ti Ventus 3X OC 8GB GDDR6 Graphics Card,,,3,299.99,0.0,,1.0,ebay_usa,ebay_usa
v1|178292460015|0,ORIGINAL MSI GeForce RTX 4060 Ventus 2X Black 8G OC GDDR6 Nvidia Graphics Card | precio bajando: 18.0% | condicion usado: 100% | observaciones: 6,EN_RIESGO,1,0.833,en_riesgo_usado_protegido,ORIGINAL MSI GeForce RTX 4060 Ventus 2X Black 8G OC GDDR6 Nvidia Graphics Card,,,6,297.49,-18.0,,1.0,ebay_usa,ebay_usa
v1|407011049810|0,Dell 7425 2in1 Samsung 8GB 1Rx16 PC4-3200AA Memory RAM SO-DIMM M471A1G44BB0-CWE | condicion usado: 100% | observaciones: 10,OBSOLETO,2,0.5,obsoleto,Dell 7425 2in1 Samsung 8GB 1Rx16 PC4-3200AA Memory RAM SO-DIMM M471A1G44BB0-CWE,,,10,24.990000000000002,0.0,,1.0,ebay_usa,ebay_usa
v1|358795953361|0,16GB Corsair Vengeance CMSX32GX4M2A2666C18 DDR4 SODIMM RAM | Tested | condicion usado: 100% | observaciones: 9,EN_RIESGO,1,0.667,en_riesgo_usado_protegido,16GB Corsair Vengeance CMSX32GX4M2A2666C18 DDR4 SODIMM RAM | Tested,,,9,74.95,0.0,,1.0,ebay_usa,ebay_usa
B0DJDF92JW,"ASUS Intel ROG Strix Z890-A Gaming WiFi ATX Motherboard, 16+1+2+2 Power Stage, DDR5 Slots, PCIe 5.0 w/Full Support for Next Generation GPUs, Five M.2 Slots, WiFi 7, AI Overclocking, AI | categoria: MOTHERBOARD | observaciones: 3",VIGENTE,0,1.0,vigente,"ASUS Intel ROG Strix Z890-A Gaming WiFi ATX Motherboard, 16+1+2+2 Power Stage, DDR5 Slots, PCIe 5.0 w/Full Support for Next Generation GPUs, Five M.2 Slots, WiFi 7, AI Overclocking, AI",,MOTHERBOARD,3,198.26666666666665,,,0.0,amazon_usa,amazon_usa
B0D1HV9CHR,"Apevia ATX-PR850W-WH PCIE 5.0 & ATX 3.0 Prestige 850W 80+ Gold Rated, PCIE 5.0 / Gen 5 12VHPWR Connector, Active PFC ATX Gaming Power Supply White | categoria: PSU | observaciones: 13",VIGENTE,0,1.0,vigente,"Apevia ATX-PR850W-WH PCIE 5.0 & ATX 3.0 Prestige 850W 80+ Gold Rated, PCIE 5.0 / Gen 5 12VHPWR Connector, Active PFC ATX Gaming Power Supply White",,PSU,13,82.4323076923077,-0.62,,0.0,amazon_usa,amazon_usa
v1|117311163812|0,HP ZBook 8 G1i 16/Core Ultra 7 265H/RTX 500+Intel Arc Pro 140T/32GB DDR5/1TB SSD | condicion usado: 100% | observaciones: 4,VIGENTE,0,1.0,vigente_usado_protegido,HP ZBook 8 G1i 16/Core Ultra 7 265H/RTX 500+Intel Arc Pro 140T/32GB DDR5/1TB SSD,,,4,1650.0,0.0,,1.0,ebay_usa,ebay_usa
v1|397837442728|0,Team Group TED532G4800C40DS01 Elite RAM 32gb 2Rx8 | condicion usado: 100% | observaciones: 10,OBSOLETO,2,0.5,obsoleto,Team Group TED532G4800C40DS01 Elite RAM 32gb 2Rx8,,,10,359.98999999999995,0.0,,1.0,ebay_usa,ebay_usa
v1|406738756647|676976867184,AMD RYZEN 5 7600X 7600 7500F 7400F 9600X 8600G 8500G 8400F Socket AM5 Zen4 CPU | condicion usado: 100% | observaciones: 10,EN_RIESGO,1,0.667,en_riesgo_usado_protegido,AMD RYZEN 5 7600X 7600 7500F 7400F 9600X 8600G 8500G 8400F Socket AM5 Zen4 CPU,,,10,106.0,0.0,,1.0,ebay_usa,ebay_usa
v1|366443542342|0,SK hynix 8GB DDR4-2400 PC4-2400T 288-Pin ECC RDIMM HMA81GR7AFR8N-UH | condicion usado: 100% | observaciones: 7,EN_RIESGO,1,0.667,en_riesgo_usado_protegido,SK hynix 8GB DDR4-2400 PC4-2400T 288-Pin ECC RDIMM HMA81GR7AFR8N-UH,,,7,30.0,0.0,,1.0,ebay_usa,ebay_usa
v1|366480229648|0,be suitable for MSI GeForce RTX 4070 SUPER 12GB GAMING X SLIM Graphics Card | condicion usado: 100% | observaciones: 10,EN_RIESGO,1,0.667,en_riesgo_usado_protegido,be suitable for MSI GeForce RTX 4070 SUPER 12GB GAMING X SLIM Graphics Card,,,10,896.75,0.0,,1.0,ebay_usa,ebay_usa
v1|117311163783|0,HP EliteBook X Flip G1i/Core Ultra 7 268V/Intel Arc 140V/32 GB DDR5/512 GB SSD | condicion usado: 100% | observaciones: 4,VIGENTE,0,1.0,vigente_usado_protegido,HP EliteBook X Flip G1i/Core Ultra 7 268V/Intel Arc 140V/32 GB DDR5/512 GB SSD,,,4,1340.0,0.0,,1.0,ebay_usa,ebay_usa
v1|158086912581|0,"ASUS B650E MAX Gaming WiFi W Motherboard – DDR5, PCIe 5.0, White PCB | condicion usado: 100% | observaciones: 5",VIGENTE,0,1.0,vigente_usado_protegido,"ASUS B650E MAX Gaming WiFi W Motherboard – DDR5, PCIe 5.0, White PCB",,,5,99.99,0.0,,1.0,ebay_usa,ebay_usa
v1|307051217890|0,GIGABYTE Z790 EAGLE AX ATX LGA1700 DDR5 PCIe 5.0 WiFi HDMI Motherboard | observaciones: 3,VIGENTE,0,1.0,vigente,GIGABYTE Z790 EAGLE AX ATX LGA1700 DDR5 PCIe 5.0 WiFi HDMI Motherboard,,,3,200.0,0.0,,0.0,ebay_usa,ebay_usa
v1|375441293389|644389289875,Crucial DDR4 4GB 8GB 16GB 2400Mhz  PC4-19200 288pins Desktop Memory Dimm Ram | precio bajando: 7.7% | condicion usado: 100% | observaciones: 7,EN_RIESGO,1,0.667,en_riesgo_usado_protegido,Crucial DDR4 4GB 8GB 16GB 2400Mhz  PC4-19200 288pins Desktop Memory Dimm Ram,,,7,36.857142857142854,-7.69,,1.0,ebay_usa,ebay_usa
v1|298497258078|0,"Eluktronics RP15 G2 RTX4060 Ryzen 7 7840HS 64G BDDR5, 2TB  Gaming Laptop G01 | condicion usado: 100% | observaciones: 3",EN_RIESGO,1,1.0,en_riesgo_usado_protegido,"Eluktronics RP15 G2 RTX4060 Ryzen 7 7840HS 64G BDDR5, 2TB  Gaming Laptop G01",,,3,875.0,0.0,,1.0,ebay_usa,ebay_usa
