texto,label,label_id,confianza,title,brand,category,source,price_usd,sku,vector_idx
CASE RX 570 KARGB FAN X3 VIDRIO TEMPLADO P-N AC-RX570K | marca: antryx | categoria: CASE | fuente: falabella,OBSOLETO,2,0.333,CASE RX 570 KARGB FAN X3 VIDRIO TEMPLADO P-N AC-RX570K,ANTRYX,CASE,falabella,,,71
Corsair Vengeance CMZ8GX3M2A1600C9 DDR3 2x4GB 8GB Memory SDRAM | fuente: ebay_usa | precio: 30.0 USD,OBSOLETO,2,0.333,Corsair Vengeance CMZ8GX3M2A1600C9 DDR3 2x4GB 8GB Memory SDRAM,,,ebay_usa,29.99,,72
"Procesador Core i5-14600KF , 24 MB Smart Caché, LGA1700 | marca: intel | categoria: CPU | fuente: falabella_pe | precio: 360.5 USD",EN_RIESGO,1,0.667,"Procesador Core i5-14600KF , 24 MB Smart Caché, LGA1700",INTEL,CPU,falabella_pe,360.47,131614801,73
"Computadora Enovu Core Ultra 9 285 32GB 2TB SSD 27"" RTX 5070 Ti 16GB Windows 11 Pro | marca: intel | categoria: COMPUTADORAS | fuente: falabella_pe",VIGENTE,0,1.0,"Computadora Enovu Core Ultra 9 285 32GB 2TB SSD 27"" RTX 5070 Ti 16GB Windows 11 Pro",INTEL,computadoras,falabella_pe,,152189901,74
"""READ"" MSI MAG X870 TOMAHAWK WIFI AM5 DDR5 PCIe 5.0 ATX Motherboard | fuente: ebay_usa | precio: 135.0 USD",VIGENTE,0,1.0,"""READ"" MSI MAG X870 TOMAHAWK WIFI AM5 DDR5 PCIe 5.0 ATX Motherboard",,,ebay_usa,135.0,v1|257547167748|0,75
SODIMM Memory RAM Crucial DDR3/DDR3L/DDR4 16GB 1600MHz 32GB PC3/PC3L/PC4 Lot | fuente: ebay_usa | precio: 35.6 USD,OBSOLETO,2,0.667,SODIMM Memory RAM Crucial DDR3/DDR3L/DDR4 16GB 1600MHz 32GB PC3/PC3L/PC4 Lot,,,ebay_usa,35.65,v1|146753130552|445373540695,76
ASUS ProArt GeForce RTX 4070Ti Super OC 16GB GDDR6X Graphics Card - USED | fuente: ebay_usa | precio: 1000.0 USD,OBSOLETO,2,0.333,ASUS ProArt GeForce RTX 4070Ti Super OC 16GB GDDR6X Graphics Card - USED,,,ebay_usa,1000.0,,77
PLACA BOETEC H81A LGA 1150 DDR3 | marca: intel | categoria: MOTHERBOARD | fuente: falabella_pe | precio: 84.6 USD,OBSOLETO,2,0.667,PLACA BOETEC H81A LGA 1150 DDR3,INTEL,MOTHERBOARD,falabella_pe,84.63,138182836,78
LAPTOP REACONDICIONADA DELL LATITUDE 5501 CORE I5 9NA GEN 8GB 256GB SSD 15.6' | marca: dell | categoria: LAPTOPS | fuente: ripley_pe | precio: 501.5 USD,OBSOLETO,2,0.333,LAPTOP REACONDICIONADA DELL LATITUDE 5501 CORE I5 9NA GEN 8GB 256GB SSD 15.6',DELL,laptops,ripley_pe,501.47,20001048096,79
Unidad en estado solido 4000GB NV3 PCIe 4.0 NVMe M.2 SSD | marca: kingston | categoria: DISCOS_SSD | fuente: falabella_pe | precio: 1164.1 USD,EN_RIESGO,1,0.667,Unidad en estado solido 4000GB NV3 PCIe 4.0 NVMe M.2 SSD,KINGSTON,discos_ssd,falabella_pe,1164.06,149072661,80
DISCO SOLIDO NV3 SNV3SM3-2T0 2TB M.2 2230 PCIE 4.0 NVME LECTURA 6000MBS ESCRITURA 5000MBS PN SNV3SM3-2T0 | marca: kingston | categoria: DISCOS_SSD | fuente: falabella_pe | precio: 446.9 USD,EN_RIESGO,1,0.667,DISCO SOLIDO NV3 SNV3SM3-2T0 2TB M.2 2230 PCIE 4.0 NVME LECTURA 6000MBS ESCRITURA 5000MBS PN SNV3SM3-2T0,KINGSTON,discos_ssd,falabella_pe,446.89,152398844,81
GIGABYTE X870E AORUS Master AMD AM5 LGA 1718 Motherboard ATX DDR5 4XM.2 PCIe 5.0 | fuente: ebay_usa | precio: 450.3 USD,VIGENTE,0,1.0,GIGABYTE X870E AORUS Master AMD AM5 LGA 1718 Motherboard ATX DDR5 4XM.2 PCIe 5.0,,,ebay_usa,450.26,v1|178314120076|0,82
"Gigabyte G5 Gaming (i7-126650H, RTX 4060, 8GB RAM, RGB Keyboard, 144HZ) | fuente: ebay_usa | precio: 580.0 USD",EN_RIESGO,1,0.667,"Gigabyte G5 Gaming (i7-126650H, RTX 4060, 8GB RAM, RGB Keyboard, 144HZ)",,,ebay_usa,580.0,v1|318551795798|0,83
Intel Core i3-3240 Used i3 3240 3.4 GHz Dual-Core CPU 3M 55W LGA 1155 | categoria: CPU | fuente: aliexpress | precio: 3.3 USD,OBSOLETO,2,1.0,Intel Core i3-3240 Used i3 3240 3.4 GHz Dual-Core CPU 3M 55W LGA 1155,,CPU,aliexpress,3.33,3256808219783139,84
Tarjeta De Video Geforce Rtx 5060 Windforce Max Oc 8G 8 Gb Gddr7 Pcie Gen 5.0 | marca: gigabyte | categoria: TARJETAS_VIDEO | fuente: falabella_pe | precio: 968.1 USD,VIGENTE,0,1.0,Tarjeta De Video Geforce Rtx 5060 Windforce Max Oc 8G 8 Gb Gddr7 Pcie Gen 5.0,GIGABYTE,tarjetas_video,falabella_pe,968.1,152676132,85
(REACONDICIONADO)APPLE IPAD 8ª GEN 10.2' 32GB WI-FI | GRIS ESPACIAL | marca: apple | categoria: TABLETS | fuente: ripley_pe | precio: 232.7 USD,OBSOLETO,2,0.333,(REACONDICIONADO)APPLE IPAD 8ª GEN 10.2' 32GB WI-FI | GRIS ESPACIAL,APPLE,tablets,ripley_pe,232.74,20001239884,86
SSD NV3 500GB SSD M.2 2280 PCIe 4.0 NVMe para PC y Laptop | marca: kingston | categoria: DISCOS_SSD | fuente: falabella_pe | precio: 141.6 USD,EN_RIESGO,1,0.667,SSD NV3 500GB SSD M.2 2280 PCIe 4.0 NVMe para PC y Laptop,KINGSTON,discos_ssd,falabella_pe,141.57,152136727,87
LAPTOP REACONDICIONADA DELL LATITUDE 3410 CORE I7 10MA 8GB RAM 500GB HDD | marca: dell | categoria: LAPTOPS | fuente: ripley_pe | precio: 520.6 USD,OBSOLETO,2,0.333,LAPTOP REACONDICIONADA DELL LATITUDE 3410 CORE I7 10MA 8GB RAM 500GB HDD,DELL,laptops,ripley_pe,520.65,20001290948,88
Memoria RAM Vengeance® 4GB DDR3 DIMM 1600MHz CMZ4GX3M1A1600C9B | marca: corsair | categoria: MEMORIAS_RAM | fuente: falabella_pe,OBSOLETO,2,0.333,Memoria RAM Vengeance® 4GB DDR3 DIMM 1600MHz CMZ4GX3M1A1600C9B,CORSAIR,memorias_ram,falabella_pe,,115654249,89
"ASUS ROG Astral GeForce RTX 5080 OC Edition Graphics Card, NVIDIA (PCIe 5.0, 16GB GDDR7, HDMI/DP 2.1, 3.8-Slot, 4-Fan Design, Axial-tech Fans, Patented Vapor Chamber) (Renewed) | categoria: GPU | fuente: amazon_usa | precio: 1687.2 USD",VIGENTE,0,1.0,"ASUS ROG Astral GeForce RTX 5080 OC Edition Graphics Card, NVIDIA (PCIe 5.0, 16GB GDDR7, HDMI/DP 2.1, 3.8-Slot, 4-Fan Design, Axial-tech Fans, Patented Vapor Chamber) (Renewed)",,GPU,amazon_usa,1687.24,B0GR4S7BYH,90
FOR ASROCK Z790 PG Lightning/D4 DDR4*4 128GB LGA1700 ATX Motherboard Test OK | fuente: ebay_usa | precio: 285.0 USD,EN_RIESGO,1,0.667,FOR ASROCK Z790 PG Lightning/D4 DDR4*4 128GB LGA1700 ATX Motherboard Test OK,,,ebay_usa,285.0,v1|315777536836|0,91
Intel Xeon 2680 V4 E5-2680V4 Used CPU 2.4 GHz fourteen cores 35M 120W 14nm LGA 2011-3 | categoria: CPU | fuente: aliexpress | precio: 25.4 USD,OBSOLETO,2,0.667,Intel Xeon 2680 V4 E5-2680V4 Used CPU 2.4 GHz fourteen cores 35M 120W 14nm LGA 2011-3,,CPU,aliexpress,25.39,3256808219970860,92
CPU GAMER RYZEN 5 5500 16GB RAM 1TB SSD RTX 3050 6GB | marca: amd | categoria: PROCESADORES | fuente: falabella_pe | precio: 1177.9 USD,EN_RIESGO,1,0.667,CPU GAMER RYZEN 5 5500 16GB RAM 1TB SSD RTX 3050 6GB,AMD,procesadores,falabella_pe,1177.94,154898853,93
Disco Sólido 512GB NVMe M.2 SSD 80mm PCIe 3.0 x4 SSDPEKNW512G8X1 | marca: intel | categoria: DISCOS_SSD | fuente: falabella_pe | precio: 205.1 USD,EN_RIESGO,1,0.667,Disco Sólido 512GB NVMe M.2 SSD 80mm PCIe 3.0 x4 SSDPEKNW512G8X1,INTEL,discos_ssd,falabella_pe,205.11,115753470,94
PNY GeForce RTX 5070 OC 12GB GDDR7 NVIDIA Graphics Card GPU PCIE 5.0 SEALED | fuente: ebay_usa | precio: 700.0 USD,VIGENTE,0,1.0,PNY GeForce RTX 5070 OC 12GB GDDR7 NVIDIA Graphics Card GPU PCIE 5.0 SEALED,,,ebay_usa,700.0,v1|236673994993|0,95
X-A2 Sin Espejo Cámara Solo Cuerpo - Reacondicionado | marca: fujifilm | categoria: MEMORIAS_RAM | fuente: falabella_pe,OBSOLETO,2,0.333,X-A2 Sin Espejo Cámara Solo Cuerpo - Reacondicionado,Fujifilm,memorias_ram,falabella_pe,,150164755,96
CMZ8GX3M2A1600C9 Corsair Vengeance 4GB PC3-12800 DDR3-1600MHz Desktop Memory | fuente: ebay_usa | precio: 12.9 USD,OBSOLETO,2,0.667,CMZ8GX3M2A1600C9 Corsair Vengeance 4GB PC3-12800 DDR3-1600MHz Desktop Memory,,,ebay_usa,12.88,v1|227415120461|0,97
Seasonic CORE GX 750W Power Supply ATX 3.1 PCIe 5.1 (12V-2x6) 7 Years Warranty Cybenetics Platinum Fully Modular RTX 5070 Ti AMD RX 9000 Ready | categoria: PSU | fuente: amazon_usa | precio: 90.0 USD,VIGENTE,0,1.0,Seasonic CORE GX 750W Power Supply ATX 3.1 PCIe 5.1 (12V-2x6) 7 Years Warranty Cybenetics Platinum Fully Modular RTX 5070 Ti AMD RX 9000 Ready,,PSU,amazon_usa,89.99,B0DPFCNKTC,98
"KingSpec 1TB M.2 SSD 2280 NVMe PCIe 4.0 x4, Incredible Read up to 5000MB/s, Internal M2 PCIe SSD Compatible with Gaming Console/Desktop/Gaming Laptop | categoria: SSD | fuente: amazon_usa | precio: 160.0 USD",EN_RIESGO,1,0.667,"KingSpec 1TB M.2 SSD 2280 NVMe PCIe 4.0 x4, Incredible Read up to 5000MB/s, Internal M2 PCIe SSD Compatible with Gaming Console/Desktop/Gaming Laptop",,SSD,amazon_usa,159.97,B0DJQB48JQ,99
Asus PRIME Z370-P Desktop Motherboard LGA1151 DDR4 64GB Core i7/i5/i3 PCI-E 3.0 64GB Intel Z370 For 8th or 9th gen Used | categoria: CPU | fuente: aliexpress | precio: 64.3 USD,OBSOLETO,2,0.667,Asus PRIME Z370-P Desktop Motherboard LGA1151 DDR4 64GB Core i7/i5/i3 PCI-E 3.0 64GB Intel Z370 For 8th or 9th gen Used,,CPU,aliexpress,64.26,3256806819970338,100
"Prime RTX 5070 Ti - Tarjeta Gráfica NVIDIA GeForce - PCIe 5.0, GDDR7, HDMI y DisplayP | marca: asus | categoria: TARJETAS_VIDEO | fuente: falabella_pe | precio: 2280.1 USD",VIGENTE,0,1.0,"Prime RTX 5070 Ti - Tarjeta Gráfica NVIDIA GeForce - PCIe 5.0, GDDR7, HDMI y DisplayP",ASUS,tarjetas_video,falabella_pe,2280.13,155177007,101
GIGABYTE X870 Gaming WIFI6 AM5 ATX DDR5 PCIe 5.0 USB4 WiFi 6 Motherboard | fuente: ebay_usa | precio: 115.0 USD,VIGENTE,0,1.0,GIGABYTE X870 Gaming WIFI6 AM5 ATX DDR5 PCIe 5.0 USB4 WiFi 6 Motherboard,,,ebay_usa,114.99,v1|188520561521|0,102
"Intel Core i7-14700K LGA1700 - 20-Core 28-Threads, 3.4-5.6GHz, 33MB Cache | fuente: ebay_usa | precio: 399.0 USD",EN_RIESGO,1,0.667,"Intel Core i7-14700K LGA1700 - 20-Core 28-Threads, 3.4-5.6GHz, 33MB Cache",,,ebay_usa,398.96,v1|406856150140|0,103
"Gigastone 2TB Game Turbo PCIe Gen4x4 SSD (2-Pack) Up to 7,300MB/s with SLC Caching Gaming/PC/Desktop/Laptop 5-Year Warranty M.2 NVMe PCIe 4.0 2280 Internal Solid State Drive | categoria: SSD | fuente: amazon_usa | precio: 600.0 USD",EN_RIESGO,1,0.667,"Gigastone 2TB Game Turbo PCIe Gen4x4 SSD (2-Pack) Up to 7,300MB/s with SLC Caching Gaming/PC/Desktop/Laptop 5-Year Warranty M.2 NVMe PCIe 4.0 2280 Internal Solid State Drive",,SSD,amazon_usa,599.99,B0FP5B6R9H,104
"Computadora Enovu Core Ultra 7 265KF 32GB 1TB SSD 27"" RTX 5050 8GB Windows 11 Pro | marca: intel | categoria: COMPUTADORAS | fuente: falabella_pe | precio: 3628.8 USD",VIGENTE,0,1.0,"Computadora Enovu Core Ultra 7 265KF 32GB 1TB SSD 27"" RTX 5050 8GB Windows 11 Pro",INTEL,computadoras,falabella_pe,3628.84,151131220,105
Computadora PC GAMER Ryzen 5 5500 + RAM 16GB + SSD 500GB + VIDEO RTX 3050 6GB | marca: nvidia | categoria: GPU | fuente: falabella_pe | precio: 776.1 USD,EN_RIESGO,1,0.667,Computadora PC GAMER Ryzen 5 5500 + RAM 16GB + SSD 500GB + VIDEO RTX 3050 6GB,NVIDIA,GPU,falabella_pe,776.08,133624219,106
Tarjeta de video GeForce RTX 5080 GAMING OC 16G 16 GB GDDR7 PCIe Gen 5 0 | marca: gigabyte | categoria: TARJETAS_VIDEO | fuente: falabella_pe | precio: 2800.9 USD,VIGENTE,0,1.0,Tarjeta de video GeForce RTX 5080 GAMING OC 16G 16 GB GDDR7 PCIe Gen 5 0,GIGABYTE,tarjetas_video,falabella_pe,2800.88,142687863,107
"Tarjeta de video GeForce RTX 5060 8G CYCLONE OC, 8 GB GDDR7, PCIe 5.0 | marca: msi | categoria: TARJETAS_VIDEO | fuente: falabella_pe | precio: 537.3 USD",VIGENTE,0,1.0,"Tarjeta de video GeForce RTX 5060 8G CYCLONE OC, 8 GB GDDR7, PCIe 5.0",Msi,tarjetas_video,falabella_pe,537.31,152004727,108
"MSI Katana15 B12VFK Gaming 15.6"" 144Hz Intel i7-13620H 16GB DDR5 1TB RTX4060 W11 | fuente: ebay_usa | precio: 1150.0 USD",EN_RIESGO,1,0.667,"MSI Katana15 B12VFK Gaming 15.6"" 144Hz Intel i7-13620H 16GB DDR5 1TB RTX4060 W11",,,ebay_usa,1150.0,v1|404915914024|0,109
CPU ProDesk Mini 400 G5 Intel Ci7 9na 16GB RAM 512GB SSD Reacondicionada | marca: hp | categoria: COMPUTADORAS | fuente: falabella_pe | precio: 529.9 USD,OBSOLETO,2,0.333,CPU ProDesk Mini 400 G5 Intel Ci7 9na 16GB RAM 512GB SSD Reacondicionada,HP,computadoras,falabella_pe,529.91,123404884,110
PC Gamer Pro ULTRA XTREME 7 9700X RAM 32GB DDR5 SSD 1TB GRAFICA ASUS RTX 5070 12GB | marca: ryzen | categoria: PROCESADORES | fuente: falabella_pe | precio: 3185.8 USD,VIGENTE,0,1.0,PC Gamer Pro ULTRA XTREME 7 9700X RAM 32GB DDR5 SSD 1TB GRAFICA ASUS RTX 5070 12GB,RYZEN,procesadores,falabella_pe,3185.84,155621554,111
Tarjeta de Video GT 710 2GB DDR3 64-bit | marca: msi | categoria: TARJETAS_VIDEO | fuente: falabella_pe,OBSOLETO,2,0.333,Tarjeta de Video GT 710 2GB DDR3 64-bit,Msi,tarjetas_video,falabella_pe,,142106687,112
Memoria 8GB DDR3-1600MHz PC3-12800 CL11 135V 240-Pin Non-ECC | marca: kingston | categoria: MEMORIAS_RAM | fuente: falabella_pe,OBSOLETO,2,0.667,Memoria 8GB DDR3-1600MHz PC3-12800 CL11 135V 240-Pin Non-ECC,KINGSTON,memorias_ram,falabella_pe,,140685392,113
"ASUS Prime NVIDIA GeForce RTX 5080 16GB GDDR7 PCIE5.0 Graphics Card, Sealed | fuente: ebay_usa | precio: 1499.0 USD",VIGENTE,0,1.0,"ASUS Prime NVIDIA GeForce RTX 5080 16GB GDDR7 PCIE5.0 Graphics Card, Sealed",,,ebay_usa,1499.0,v1|127701180693|0,114
LOT Samsung 16GB 8GB 4GB 2GB 1GB 2RX8 DDR4/DDR3/DDR2 Desktop Memory RAM 240PIN $ | fuente: ebay_usa | precio: 21.0 USD,OBSOLETO,2,0.667,LOT Samsung 16GB 8GB 4GB 2GB 1GB 2RX8 DDR4/DDR3/DDR2 Desktop Memory RAM 240PIN $,,,ebay_usa,20.99,,115
PC Gamer Pro ULTRA XTREME 7 9700X RAM 32GB DDR5 SSD 1TB GRAFICA ASUS RTX 5070 12GB | marca: ryzen | categoria: PROCESADORES | fuente: falabella_pe | precio: 3110.6 USD,VIGENTE,0,1.0,PC Gamer Pro ULTRA XTREME 7 9700X RAM 32GB DDR5 SSD 1TB GRAFICA ASUS RTX 5070 12GB,RYZEN,procesadores,falabella_pe,3110.6,153278043,116
Tarjeta de Video GeForce RTX 5060 TI 8G VENTUS 2X OC PLUS 8GB 128-bit GDDR7 PCIe Gen 5 | marca: msi | categoria: TARJETAS_VIDEO | fuente: falabella_pe | precio: 825.7 USD,VIGENTE,0,1.0,Tarjeta de Video GeForce RTX 5060 TI 8G VENTUS 2X OC PLUS 8GB 128-bit GDDR7 PCIe Gen 5,Msi,tarjetas_video,falabella_pe,825.66,151760767,117
"PC GAMER RYZEN 5 5500, 16GB RGB, M.2 500GB, RTX 3050 6G NVIDIA, CASE RGB | marca: amd | categoria: PROCESADORES | fuente: falabella_pe | precio: 883.4 USD",EN_RIESGO,1,0.667,"PC GAMER RYZEN 5 5500, 16GB RGB, M.2 500GB, RTX 3050 6G NVIDIA, CASE RGB",AMD,procesadores,falabella_pe,883.38,150685040,118
Procesador Core i5-14400F 2 50 a 4 70GHz 20 MB LGA1700 65W-148W | marca: intel | categoria: CPU | fuente: falabella_pe | precio: 267.6 USD,EN_RIESGO,1,0.667,Procesador Core i5-14400F 2 50 a 4 70GHz 20 MB LGA1700 65W-148W,INTEL,CPU,falabella_pe,267.55,133734256,119
Mini Pc Thinkstation P330 Tiny I5 8va 512 SSD 16GB 2GB Nvidia Reacondicionado | marca: lenovo | categoria: COMPUTADORAS | fuente: falabella_pe | precio: 574.4 USD,OBSOLETO,2,0.333,Mini Pc Thinkstation P330 Tiny I5 8va 512 SSD 16GB 2GB Nvidia Reacondicionado,LENOVO,computadoras,falabella_pe,574.39,139947752,120
PC Gamer RYZEN 5 5500 5ª Gen + RAM 16GB DDR4 + SSD 1TB + RX 9060XT 16GB | marca: amd | categoria: PROCESADORES | fuente: falabella_pe | precio: 1767.1 USD,EN_RIESGO,1,0.667,PC Gamer RYZEN 5 5500 5ª Gen + RAM 16GB DDR4 + SSD 1TB + RX 9060XT 16GB,AMD,procesadores,falabella_pe,1767.06,155672213,121
AORUS ATX Motherboard AMD Ryzen DDR5 PCIe 5.0 AM5 X870 AORUS ELITE WIFI7 | fuente: ebay_usa | precio: 305.2 USD,VIGENTE,0,1.0,AORUS ATX Motherboard AMD Ryzen DDR5 PCIe 5.0 AM5 X870 AORUS ELITE WIFI7,,,ebay_usa,305.25,v1|397962820633|0,122
SSD 512GB KC3000 M.2 2280 NVMe PCIe 4.0 Alta Velocidad SKC3000S/512G | marca: kingston | categoria: DISCOS_SSD | fuente: falabella_pe | precio: 286.0 USD,EN_RIESGO,1,0.667,SSD 512GB KC3000 M.2 2280 NVMe PCIe 4.0 Alta Velocidad SKC3000S/512G,KINGSTON,discos_ssd,falabella_pe,286.03,145910398,123
Disco Solido SSD NV3 500GB M2 2280 NVMe PCIe 4.0 SNV3S/500G | marca: kingston | categoria: DISCOS_SSD | fuente: falabella_pe | precio: 182.2 USD,EN_RIESGO,1,0.667,Disco Solido SSD NV3 500GB M2 2280 NVMe PCIe 4.0 SNV3S/500G,KINGSTON,discos_ssd,falabella_pe,182.19,135576373,124
SOYO H61 Gaming Motherboard Kit with Intel  LGA1155 CPU i5 2500 DDR3 Memory M.2 SATA Desktop Computer components | categoria: CPU | fuente: aliexpress | precio: 32.5 USD,OBSOLETO,2,0.667,SOYO H61 Gaming Motherboard Kit with Intel  LGA1155 CPU i5 2500 DDR3 Memory M.2 SATA Desktop Computer components,,CPU,aliexpress,32.54,3256810304804149,125
PCCOOLER AIO CPU Cooler - 3 Pack F5 R120 Case Fans - 2.4 Inch IPS LCD Screen 360mm Liquid Cooler Compatible with AM4 AM5 Intel LGA 1700/1851/20XX CPS Water Cooling(DS360 Display BK) | categoria: COOLER | fuente: amazon_usa | precio: 76.0 USD,EN_RIESGO,1,0.667,PCCOOLER AIO CPU Cooler - 3 Pack F5 R120 Case Fans - 2.4 Inch IPS LCD Screen 360mm Liquid Cooler Compatible with AM4 AM5 Intel LGA 1700/1851/20XX CPS Water Cooling(DS360 Display BK),,COOLER,amazon_usa,75.99,B0F6L84VNS,126
PC Gamer Pro ULTRA XTREME 7 9700X RAM 32GB DDR5 SSD 1TB GRAFICA ASUS RTX 5070 12GB | marca: ryzen | categoria: PROCESADORES | fuente: falabella_pe | precio: 3178.8 USD,VIGENTE,0,1.0,PC Gamer Pro ULTRA XTREME 7 9700X RAM 32GB DDR5 SSD 1TB GRAFICA ASUS RTX 5070 12GB,RYZEN,procesadores,falabella_pe,3178.81,155621312,127
ASUS ROG STRIX X870E-E Gaming WiFi Motherboard AMD  AM5 DDR5 PCIe 5.0 | fuente: ebay_usa | precio: 350.0 USD,VIGENTE,0,1.0,ASUS ROG STRIX X870E-E Gaming WiFi Motherboard AMD  AM5 DDR5 PCIe 5.0,,,ebay_usa,350.0,v1|147376211992|0,128
"Tarjeta de video GeForce RTX 5060 8G SHADOW 2X OC, 8 GB GDDR7, PCIe 5.0 | marca: msi | categoria: TARJETAS_VIDEO | fuente: falabella_pe | precio: 586.9 USD",VIGENTE,0,1.0,"Tarjeta de video GeForce RTX 5060 8G SHADOW 2X OC, 8 GB GDDR7, PCIe 5.0",Msi,tarjetas_video,falabella_pe,586.9,151841706,129
PROCESADOR CORE I7-9700 3.00 GHZ 12 MB LGA1151 P-NBX80684I79700 | marca: intel | categoria: CPU | fuente: falabella_pe | precio: 345.8 USD,OBSOLETO,2,0.667,PROCESADOR CORE I7-9700 3.00 GHZ 12 MB LGA1151 P-NBX80684I79700,INTEL,CPU,falabella_pe,345.81,152177318,130
DISCO SOLIDO SSD NV2 1TB NVME PCIe 4.0 6000Mb/s kinstg | marca: kingston | categoria: DISCOS_SSD | fuente: falabella_pe,EN_RIESGO,1,0.667,DISCO SOLIDO SSD NV2 1TB NVME PCIe 4.0 6000Mb/s kinstg,KINGSTON,discos_ssd,falabella_pe,,147475216,131
LAPTOP LOQ 15 INTEL I5-12450HX 8GB DDR5 512GB SSD 6GB RTX3050 15.6 FHD 144HZ LUNA GREY | marca: lenovo | categoria: MEMORIAS_RAM | fuente: falabella_pe,EN_RIESGO,1,0.667,LAPTOP LOQ 15 INTEL I5-12450HX 8GB DDR5 512GB SSD 6GB RTX3050 15.6 FHD 144HZ LUNA GREY,LENOVO,memorias_ram,falabella_pe,,143674021,132
SSD 1TB NV3 NVMe PCIe 4.0 M.2 2280 Alta Velocidad 1000GB | marca: kingston | categoria: DISCOS_SSD | fuente: falabella_pe | precio: 264.1 USD,EN_RIESGO,1,0.667,SSD 1TB NV3 NVMe PCIe 4.0 M.2 2280 Alta Velocidad 1000GB,KINGSTON,discos_ssd,falabella_pe,264.09,142797312,133
"Tarjeta Gráfica Tuf Rtx 5070 12Gb Gddr7, Pcie 5.0, Salida Hdmi Y Displayport | marca: asus | categoria: TARJETAS_VIDEO | fuente: falabella_pe | precio: 2198.4 USD",VIGENTE,0,1.0,"Tarjeta Gráfica Tuf Rtx 5070 12Gb Gddr7, Pcie 5.0, Salida Hdmi Y Displayport",ASUS,tarjetas_video,falabella_pe,2198.38,153233355,134
PC Gamer Pro RYZEN 5 9600X RAM 16GB DDR5 SSD 1TB GRAFICA RTX 5060 8GB | marca: amd | categoria: PROCESADORES | fuente: falabella_pe | precio: 1858.4 USD,VIGENTE,0,1.0,PC Gamer Pro RYZEN 5 9600X RAM 16GB DDR5 SSD 1TB GRAFICA RTX 5060 8GB,AMD,procesadores,falabella_pe,1858.41,155429796,135
Computadora PC Gamer RYZEN 7 7700X RAM 32GB DDR5 SSD 1TB GRAFICA RTX 5070 12GB | marca: amd | categoria: TARJETAS_VIDEO | fuente: falabella_pe | precio: 3081.3 USD,VIGENTE,0,1.0,Computadora PC Gamer RYZEN 7 7700X RAM 32GB DDR5 SSD 1TB GRAFICA RTX 5070 12GB,AMD,tarjetas_video,falabella_pe,3081.26,143360711,136
MSI Cyborg 15 A12VF-859JP Gaming Laptop Intel i7-12650H RTX4060 32GB DDR5 | fuente: ebay_usa | precio: 1679.7 USD,EN_RIESGO,1,0.667,MSI Cyborg 15 A12VF-859JP Gaming Laptop Intel i7-12650H RTX4060 32GB DDR5,,,ebay_usa,1679.65,v1|206379816723|0,137
Kingchuxing 2TB M.2 SSD NVMe 2230 PCIe 4.0 5000MB/S Internal Solid State Drive | fuente: ebay_usa | precio: 170.0 USD,EN_RIESGO,1,0.667,Kingchuxing 2TB M.2 SSD NVMe 2230 PCIe 4.0 5000MB/S Internal Solid State Drive,,,ebay_usa,169.99,,138
Ramaxel 8GB DDR3‑1600 PC3‑12800 Desktop RAM RWR5040ME68FAF‑1600 | fuente: ebay_usa | precio: 20.0 USD,OBSOLETO,2,0.667,Ramaxel 8GB DDR3‑1600 PC3‑12800 Desktop RAM RWR5040ME68FAF‑1600,,,ebay_usa,19.99,v1|127902107224|0,139
(REACONDICIONADO) APPLE IPAD 2021 10.2' 256GB WI-FI | PLATEADO | marca: apple | categoria: TABLETS | fuente: ripley_pe | precio: 380.2 USD,OBSOLETO,2,0.333,(REACONDICIONADO) APPLE IPAD 2021 10.2' 256GB WI-FI | PLATEADO,APPLE,tablets,ripley_pe,380.24,20001240913,140
"Thermalrlght FW240 White ARGB V2 CPU Water Cooler with 2 PWM Fans with 2000RPM,IPS LCD Screen with 320 * 240 Resolution,Liquid CPU Cooler,CPU PC Aio Cooler for AMD:AM4/AM5/Intel LGA1700 | categoria: COOLER | fuente: amazon_usa | precio: 58.9 USD",EN_RIESGO,1,0.667,"Thermalrlght FW240 White ARGB V2 CPU Water Cooler with 2 PWM Fans with 2000RPM,IPS LCD Screen with 320 * 240 Resolution,Liquid CPU Cooler,CPU PC Aio Cooler for AMD:AM4/AM5/Intel LGA1700",,COOLER,amazon_usa,58.9,B0D8VFCCK5,141
Corsair Vengeance 8GB (2x4GB) DDR3 1600MHz PC3-12800 RAM ver 4.23 Kit | fuente: ebay_usa | precio: 25.0 USD,OBSOLETO,2,0.667,Corsair Vengeance 8GB (2x4GB) DDR3 1600MHz PC3-12800 RAM ver 4.23 Kit,,,ebay_usa,24.99,v1|397833127346|0,142
"Aresgame AGK850, 850w Gold Modular Power Supply. Slightly Used great for gaming. | fuente: ebay_usa | precio: 65.0 USD",OBSOLETO,2,0.333,"Aresgame AGK850, 850w Gold Modular Power Supply. Slightly Used great for gaming.",,,ebay_usa,65.0,,143
Corsair Vengeance CMZ8GX3M2A1600C9 4GB (1x4GB) PC3 -12800 DDR3 -1600MHz DIMM RAM | fuente: ebay_usa | precio: 25.0 USD,OBSOLETO,2,0.667,Corsair Vengeance CMZ8GX3M2A1600C9 4GB (1x4GB) PC3 -12800 DDR3 -1600MHz DIMM RAM,,,ebay_usa,25.0,v1|284338406755|0,144
